Company Name,Company Link,Location,Booth Number,Description
"Optimax Systems, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103902,"Ontario, NY, United States",249,"Optimax is at the forefront of developing future applications in space, high-energy lasers, and semiconductors. Our extensive range of capabilities, from high-precision optics to optical systems, enables us to provide end-to-end solutions for our customers. We use a combination of technology and engineering to support our customers in achieving breakthrough projects."
OPTINVENT S.A.,https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=105056,"Rennes, France",6515,
"OptiPro Systems, LLC",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103775,"Ontario, NY, United States",228,"OptiPro Systems, located in Rochester, NY, has over 40 years of experience designing and manufacturing precision optical fabrication machines and metrology systems. OptiPro develops cutting edge machines for a variety of precision optics, including spheres, aspheres, freeforms, aspheric cylinders, torics, and more. These solutions are designed to yield prototype to high volume production of parts manufactured from a range of materials including optical glasses, ceramics, crystals, and alloys."
OPTIX Co.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104045,"Panagyurishte, Bulgaria",3377,
Optizone Technology (Shenzhen) Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104717,"Shenzhen, GD, China",5219,"Founded in 2007, Optizone Technology is a leading manufacturer of optical fiber components and modules mainly for Industrial Lasers. It is available both for standard and customized components as well as the integrated solutions to customers, including High Power Components over kilowatt level, PM Components ranging from 500nm to 2050nm, and other optical modules, such as Laser Welding Inspection Equipments."
Opto Diode Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104466,"Camarillo, CA, United States",139,"Opto Diode Corporation provides high-performance photonic solutions, specializing in photodetectors, IR detectors, emitters, and LEDs. Our products offer precision and reliability, serving industries such as aerospace, defense, medical, automotive, and industrial automation. With decades of expertise, we support applications like environmental monitoring, medical imaging, and LiDAR, delivering innovative optical components that drive progress and meet industry standards."
Opto Engineerig USA,https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=104372,"Mantova, Italy",6708,"Opto Engineering is one of the only companies in the world that can design, manufacture, sell, and offer assistance for advanced products and technologies in machine vision.We are known for our many optical innovations, solving once-impossible machine vision applications, and becoming one of the world leaders in telecentric technology and 360° view lenses.Our product range includes all the components needed to build a machine vision system: Optics, Area Scan Cameras, Software and Lighting."
Opto GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104213,"Neuried, Germany",3222,
"Opto-Alignment Technology, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104645,"Indian Trail, NC, United States",863,
OPTOCRAFT GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104205,"Erlangen, Germany",2350,
OPTOCRAFT GmbH,https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=105079,"Erlangen, Germany",6508,Optocraft develops and manufactures industrial grade Shack-Hartmann wavefront sensors and system solutions for testing optics and lasers. Companies and research organizations worldwide rely on Optocraft’s measurement technology in production and R&D. Innovative metrology solutions enable our customers to pioneer the future of optical systems and boost manufacturing quality to new levels.
OptoFidelity Inc.,https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=105574,"Cupertino, CA, United States",6430,
Optogama UAB,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103984,"Vilnius, Lithuania",1565,"OPTOGAMA (est. 2015, Lithuania (EU)) designs and manufactures advanced laser solutions for global markets. We specialize in “eye-safe” 1.54 µm DPSS lasers, compact beam delivery devices, optical coatings, and custom laser crystals. Serving analytical, spectroscopy, sensing, medical, automotive, defense, and material processing industries, Optogama delivers ISO-certified, high-performance systems and components with tailored designs and fast integration."
Optogear Oy,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105026,"Nummela, Finland",2426,
"Opto-Line International, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103829,"Wilmington, MA, United States",3326,
OPTOMAN,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104559,"Vilnius, Lithuania",3581,"OPTOMAN is your hero for high-power laser optics. We make application-optimized and highly customized solutions with ultrafast turnaround. OPTOMAN is completely concentrated on Ion-Beam Sputtering Technology (IBS), using solely in-house manufacturing capabilities run by highly skilled professionals, which enables OPTOMAN to increase the longevity and reliability of our partners‘ laser systems."
OPTOMAN,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=105181,"Vilnius, Lithuania",8581,"OPTOMAN is your hero for high-power laser optics. We make application-optimized and highly customized solutions with ultrafast turnaround. OPTOMAN is completely concentrated on Ion-Beam Sputtering Technology (IBS), using solely in-house manufacturing capabilities run by highly skilled professionals, which enables OPTOMAN to increase the longevity and reliability of our partners‘ laser systems."
Optonetic LLC,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103970,"Orlando, FL, United States",2033,
"Optonics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105144,"Gwangju, Korea, Republic of",2456,"Optonics Co., Ltd. is a photonics solutions provider based in Korea, introducing its Polarization diverse Balanced PhotoDetector (PBPD), featuring high SNR, wide bandwidth, and compact integration for polarization-sensitive sensing, coherent LiDAR, optical metrology, and distributed acoustic sensing systems."
Optonique,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105773,"Quebec, QC, Canada",5317,
Optopax,https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=105120,"San Jose, CA, United States",6725,"Company summary: Optopax is a full-service design and OEM manufacturing partner specializing in custom imaging systems. Since 2008, we’ve delivered high-performance AI vision camera modules integrating precision optics, advanced sensors, and embedded electronics. Our solutions serve robotics, automation, aquatics, biotech, AR/VR, defense, and optical computing. With 80%+ repeat customers, we provide tailored, end-to-end design and scalable manufacturing beyond standard off-the-shelf options."
OptoSigma Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103844,"Costa Mesa, CA, United States",1327,
Optosky (Xiamen) Photonics Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105227,"XIAMEN, FJ, China",5212,"Optosky is a leading spectroscopy solutions provider with over 20 years of experience. Headquartered in Xiamen with multiple R&D centers, it specializes in optomechatronics, spectroscopy analysis, signal processing, and cloud computing. Its product portfolio includes Raman spectrometers, micro spectrometers, hyperspectral imagers, and fluorescence spectrometers. Known for innovation and quality, Optosky delivers first-class products and solutions globally."
OptoTech Optikmaschinen GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103850,"Wettenberg, Germany",3207,"OptoTech is a German based company of the Schunk Group, offering the most comprehensive product range in the field of optics manufacturing equipment. We supply optics processing centers for grinding, polishing and centering/edging, correction polishing machines, measuring technology, as well as alignment and joining technologies. Whether round optics, plano optics, aspherics, cylinders or freeform surfaces from Ø 1 mm to 2000mm. OptoTech offers cutting edge technology, tooling and service."
Optotune Switzerland AG,https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=104949,"Dietikon, Switzerland",6715,"Optotune drives optical innovation with tunable lenses, beam steering mirrors, speckle reducers, and beam shifters - delivering fast, precise, and reliable light control. From R&D to high-volume production, we ensure seamless support and on-time delivery. Our adaptive optics revolutionize imaging, medical devices, laser processing, and projection, empowering breakthroughs worldwide."
Optotune Switzerland AG,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104353,"Dietikon, Switzerland",3655,"We are adaptive optics & tailored optical solutions partner. Our product offer: focus tunable lenses, fas-steering mirrors, laser speckle reducers, and beam shifting devices. Our services offer: optical, mechanical, and electronics design, clean room production, optical & environmental testing. Applicable industries: Machine vision, medical devices, laser processing, projection, ophthalmology, and microscopy."
"Optowide Technologies Co., Ltd",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104111,"Fuzhou, FJ, China",5202,"Optowide is a listed high-tech company (688195 SH) specializing in the research, development, production and sales of precision optics, fiber components and optical test equipment. Optowide's products are mainly used in the fields of fiber optics communication and fiber laser.We have developed six core technologies: Advanced Coating, Precision Optics, Molded Glass Aspheric Lenses, Diffractive Optics, Fiber Components, and Optical Devices & Modules."
"Orbray Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104703,"Adachi-Ku, Japan",5241,"World manufacturing leader of fiber optic interconnecting products and assemblies for advanced fiber-to-chip coupling applications. Products include custom 1D and 2D FAUs including Reflowable solution, MCF Bundle Fiber Assemblies, Lens and Metallized Fiber Assemblies, MEMS VOAs and MEMS 1xN Switches, OEM packaging services, zirconia ferrules and sleeves, connectors and adapters, custom patch cord and master cord assemblies, receptacle and pigtail devices and inspection gauges."
"Oriental-laser (Beijing) Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104198,"Beijing, BJ, China",2263,
OSELA Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103861,"Lachine, QC, Canada",3306,
OSELA Inc.,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=103860,"Lachine, QC, Canada",8306,
"OSI Optoelectronics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104073,"Hawthorne, CA, United States",435,"OSI Optoelectronics, Inc. a division of OSI Systems, is the global leader in design and manufacture of high-performance standard, custom, and OEM silicon and InGaAs photodiodes. For over 50 years, we have developed and manufactured OEM and custom solutions for leading technologies and industries. We provide advanced optoelectronic components and sub-assemblies for aerospace and defense, security, inspection systems, medical, communications, and industrial automation applications."
"OtO Photonics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103769,"Hsinchu City, Taiwan",2060,
OWIS GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105728,"Staufen im Breisgau, Germany",4205,
Oxford Instruments,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103834,"Concord, MA, United States",537,"Oxford Instruments is a leading provider of high-technology tools and systems for research and industry, enabling the acceleration of breakthroughs that create a brighter future for our world. With a global presence, we are committed to innovation and excellence, offering cutting-edge solutions that permit researchers and industry professionals to achieve innovations in their fields."
OXIDE Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104923,"Hokuto Yamanashi, Japan",4223,"We supply a wide range of products, including Single Crystals for advanced optical applications, Optical Devices, and Laser products based on high-performance crystal and Optical Module Assembly techniques. Our products meet the diverse needs of industries/academics for state-of-the-art technologies.We are excited to introduce our latest advancements: the High-Power QCW 266 nm Laser and the Quantum Light Source Module. Visit our booth to learn more about these products."
