Booth Number(s),Company Name,Link to Company,Description,Website link,Company Contact Information
3700,optics.org,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101988"")","SPIE’s optics.org is the leading online resource for professionals using photonics based technologies, applications and for the diverse markets they serve. Delivering the very latest photonics related business news market trends and product applications to over 30,000 monthly users. Whether it’s microscopy or solar energy, materials processing or infrared countermeasures, what sets optics.org apart is its attention to the commercial side of these technology-driven industries.","=HYPERLINK(""http://www.optics.org"")",optics.org  Ffordd Pengam  2 Alexandra Gate  Cardiff  United Kingdom  CF24 2SA
1267,"Optiforms, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102620"")","Optiforms manufactures optical components for high precision applications in photonics, aerospace, defense, medical, semiconductor, and other market sectors. We specialize in electroformed optics and machined components; as well as enhanced surface finishes including optical coatings and electroplating finishes. Located in Temecula, CA, our manufacturing facility showcases our specialized in-house capabilities providing more options & faster lead times.","=HYPERLINK(""http://www.optiforms.com"")","Optiforms, Inc.  42310 Winchester Rd  Temecula, CA  United States  92590-4810"
3442,OptiGrate – IPG Photonics,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101564"")","OptiGrate Corp., an IPG Photonics company, is a pioneer of commercial volume Bragg gratings (VBGs) and a reliable supplier of VBGs to more than 600 customers on six continents since 1999. The key products include reflecting, transmitting, and chirped VBGs for wavelength locking and stabilization of diode lasers, mode selection in solid state and fiber lasers, ultra-narrow line optical filters for spectroscopy and imaging systems, and stretchers and compressors for ultra-short pulsed lasers.","=HYPERLINK(""http://www.optigrate.com"")","OptiGrate – IPG Photonics  552 South Econ Circle  Oviedo, FL  United States  32765-4303"
841,Optikos Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102149"")","The Optical Engineering Experts® - Optikos celebrates 43 years this year, offering our clients decades of experience in Product Development, Contract Manufacturing, and State-of-the-Art Optical Metrology Products and Testing Services. With the best in people, facilities, and quality standards, we are well positioned to provide each client with the perfect product or solution for their unique application of optical technology.","=HYPERLINK(""http://www.optikos.com"")","Optikos Corp.  Bldg 3  107 Audubon Rd  Wakefield, MA  United States  01880-1266"
3668,Optikron GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101835"")","OPTIKRON is a partner for the development and production of micro-optical components, thin-film optics, complex optical assemblies and micro-optical systems for both medical and technical applications such as endoscopes, laser systems, sensor systems, measuring instruments and innovative applications for aerospace industry. OPTIKRON also develops and manufactures miniaturized vision-systems and high-integrated micro camera modules with sensor, optics and LED illumination in smallest dimensions.","=HYPERLINK(""http://www.optikron.de"")",Optikron GmbH  Loebstedter Str. 70  Jena  Germany  07749
560,Optilab LLC,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102259"")","OPTILAB is dedicated to becoming one of the leading suppliers of the optoelectronics and photonics industry. OPTILAB is founded by photonics professionals to serve fiber optics and optoelectronics industries including telecom, bio-photonics, fiber sensors and laser instruments.","=HYPERLINK(""http://www.optilab.com"")","Optilab LLC  600 E Camelback Rd  Phoenix, AZ  United States  85224"
249,"Optimax Systems, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101891"")","Optimax is America’s largest optics manufacturer. On the cutting edge of future applications, Optimax implements an engineered solutions approach to help our customers achieve breakthroughs in the aerospace, defense, semiconductor, research, and medical industries. Optimax has a wide range of capabilities to support your programs, including aspheres, cylinders, freeforms, prisms, spheres, and advanced e-beam, APS, IAD, and IBS coatings.","=HYPERLINK(""http://www.optimaxsi.com"")","Optimax Systems, Inc.  6367 Dean Pkwy  Ontario, NY  United States  14519-8939"
258,"OptiPro Systems, LLC","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102509"")","OptiPro Systems, located in Rochester, NY, has over 40 years of experience designing and manufacturing precision optical fabrication machines and metrology systems. OptiPro develops cutting edge machines for a variety of precision optics, including spheres, aspheres, freeforms, aspheric cylinders, torics, and more. These solutions are designed to yield prototype to high volume production of parts manufactured from a range of materials including optical glasses, ceramics, crystals, and alloys.","=HYPERLINK(""http://www.optipro.com"")","OptiPro Systems, LLC  6368 Dean Pkwy  Ontario, NY  United States  14519-8970"
3478,OPTIX Co.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101706"")","Optix manufacturers a wide array of custom optics to include spherical, aspherical, IR, flat, as well as micro prims and micro optics. We also offer objective lenses, optical coatings and assembly. Optix offers high quality measurement and testing that is all done in house. Optix has recently opened two new manufacturing facilities for mechanical work and SMT solutions.","=HYPERLINK(""http://www.optixco.com"")",OPTIX Co.  Zahari Stoyanov Str 65  Panagyurishte  Bulgaria  4500
4425,Optizone Technology (Shenzhen) Ltd.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101486"")","Founded in 2007, Optizone Technology is a leading manufacturer of optical fiber components and modules mainly for Industrial Lasers. It is available both for standard and customized components as well as the integrated solutions to customers, including High Power Components over kilowatt level, PM Components ranging from 500nm to 2050nm, and other optical modules, such as Optical Microphone and Laser Welding Inspection Equipments.","=HYPERLINK(""http://www.fiber-optizonetech.com"")","Optizone Technology (Shenzhen) Ltd.  2/F Liutao Industrial Park  201 Guihua Road, Guanlan, Longhua District  Shenzhen, GD  China  518110"
2234,Opto Diode Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103009"")","Opto Diode Corporation provides high-performance photonic solutions, specializing in photodetectors, IR detectors, emitters, and LEDs. Our products offer precision and reliability, serving industries such as aerospace, defense, medical, automotive, and industrial automation. With decades of expertise, we support applications like environmental monitoring, medical imaging, and LiDAR, delivering innovative optical components that drive progress and meet industry standards.","=HYPERLINK(""http://www.optodiode.com"")","Opto Diode Corp.  1260 Calle Suerte  Camarillo, CA  United States  93012-8053"
3641,Opto GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102296"")",No Description Found,"=HYPERLINK(""http://www.opto-gmbh.com"")",Opto GmbH  Floriansbogen 2/4  Neuried  Germany  82061
660,"Opto-Alignment Technology, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101690"")",No Description Found,"=HYPERLINK(""http://www.optoalignment.com"")","Opto-Alignment Technology Inc  1034 Van Buren Ave Ste A  Indian Trail, NC  United States  28079-5632"
2166,OPTOCRAFT GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102726"")",Optocraft develops and manufactures industrial grade Shack-Hartmann wavefront sensors and system solutions for testing optics and lasers. Companies and research organizations worldwide rely on Optocraft’s measurement technology in production and R&D. Innovative metrology solutions enable our customers to pioneer the future of optical systems and boost manufacturing quality to new levels.,"=HYPERLINK(""http://www.optocraft.de"")",OPTOCRAFT GmbH  Am Weichselgarten 7  Erlangen  Germany  91058
2640,Optoelectronic Industry & Technology Development Association,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103387"")",No Description Found,"=HYPERLINK(""https://oitda.or.jp"")",Optoelectronic Industry & Technology Development Association  7F Sumitomo Edogawabashiekimae Bldg  1-20-10 Sekiguchi  Bunkyo-ku TOKYO  Japan  112-0014
4119,OptoFidelity,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102964"")","Precise, Traceable & Scalable Optical Metrology. OptoFidelity provides advanced metrology systems for AR/VR/MR. We empower our customers to bring new groundbreaking smart devices faster to the market and pave the way for AR technologies to become a part of our everyday lives.","=HYPERLINK(""http://www.optofidelity.com"")",OptoFidelity  Visiokatu 3  Tampere  Finland  33720
1462,OPTOGAMA,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101847"")","OPTOGAMA is a high-tech company where custom and unique laser products are designed, developed and marketed by top professionals since 2015. We develop technologies for analytical and spectroscopic instrumentation, automotive, sensing, medical and material processing laser applications. Our products include custom designed lasers, optical systems and related components in the UV, VIS and IR spectral ranges. The company is based in Vilnius, Lithuania (EU) and operates globally.","=HYPERLINK(""http://www.optogama.com"")",OPTOGAMA  Mokslininku st 6B  Vilnius  Lithuania  08412
4337,Optogear Oy,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102845"")","Optogear offers equipment and technologies for photonics industry. Our products enable superior quality fiber optic products made by the world leading companies of the industry. Our flexible way of working allows us to bring new products to the market using the most advanced technologies. Modern industrial design, close co-operation with our worldwide partner network and attention to customer feedback ensure both excellent usability and exceptional performance of our products.","=HYPERLINK(""http://www.optogear.fi"")",Optogear Oy  Kuormatie 14  Nummela  Finland  03100
4111,Optogration Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101715"")","Optogration, a Luminar Semiconductor Inc company, designs and fabricates single element and 2D array APDs and PINs with extreme sensitivity, wide dynamic range, and high damage threshold for performance in mission critical applications. We supply standard and custom products to industry leaders in diverse markets. Our extensive experience makes us a good partner for photonics programs including collaboration with our sister companies Black Forest Engineering and Freedom Photonics.","=HYPERLINK(""http://www.optogration.com"")","Optogration Inc.  60G Concord St  Wilmington, MA  United States  01887"
1852,"Opto-Line International, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101516"")",No Description Found,"=HYPERLINK(""http://www.opto-line.com"")","Opto-Line International, Inc.  265 Ballardvale St Ste 3  Wilmington, MA  United States  01887-1036"
2065,"Optolong Optics Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102694"")","Founded in 1999, Optolong Optics is a technology company that design & manufacture high precise optical thin film coating filters. Products catagory: Fluorescence filter sets, Astronomy filters, also other interference filters Bandpass,Longpass, Shortpass, Dichroic mirrors,Reflective mirrors, Beamsplitter, Notch filters, Polarization filters,Neutral density filters. Involve applications of biomedical, life science,microscopy,astronomy,remote sensing,environmental monitoring,flow cytometry.","=HYPERLINK(""http://www.optolongfilter.com"")","Optolong Optics Co., Ltd.  Rm 1523-1526 Bldg 7  Phase II, Lenovo Tech Centre  Kepu Road  Kunming, YN  China  650101"
3217,OPTOMAN,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102096"")","OPTOMAN's mission is to be Your Sidekick for Laser Optics Development. Our core value is the desire to make application-optimised and highly customised solutions for you collaboratively and do that with ultrafast turnaround. OPTOMAN is completely concentrated on Ion-Beam Sputtering Technology (IBS) using solely in-house manufacturing capabilities run by highly skilled professionals, enabling OPTOMAN to increase the longevity and reliability of our partners‘ laser systems.","=HYPERLINK(""http://www.optoman.com"")",OPTOMAN  Ukmerges st. 427  Vilnius  Lithuania  14185
